ID,учебник,тематика,название,текст
77,Русский язык,общая,Тайна расстрела в Екатеринбурге,"Судьба последнего русского императора Николая Второго была трагичной. В феврале 1917 года в России началась революция. Царь отрёкся от престола, но был арестован и содержался вместе со своей семьёй в Царском Селе, а затем был выслан на Урал. В октябре 1917 года к власти в России пришли большевики. Началась гражданская война, разделившая всех русских людей на два лагеря — красных и белых. Белая армия адмирала Колчака двигалась из Сибири на запад, в сторону Москвы. Большевики боялись, что Колчак захватит Екатеринбург, где находилась царская семья, и освободит царя. Они приняли решение расстрелять Николая Второго. Расстрел состоялся в ночь с 16 на 17 июля 1918 года в доме купца Ипатьева в Екатеринбурге. Белая армия вошла в Екатеринбург, и по приказу адмирала Колчака следователь А. П. Соколов начал расследование убийства Николая Второго. Соколов установил, что в доме Ипатьева были расстреляны не только Николай Второй, но и его жена, сын, четыре дочери и все, кто находился вме­сте с ними. Однако некоторые свидетели говорили, что 16-17 июля 1918 года дочерей Николая Второго в Екатеринбур­ге не было. Следователь не смог это проверить: он не знал, где похоронены члены царской семьи. Ему не удалось закончить расследование, потому что красные начали наступать и белые вынуждены были оставить Екатеринбург. Все документы по делу об убийстве Николая Второго Соколов вывез в Китай, а потом во Францию. Большевики, конечно, знали, что произошло в июле 1918 года в Екатеринбурге, но они не оставили документов, чтобы сохранить всё в тайне. Как только стало известно о расстреле царской семьи, в России и в Европе стали появляться люди, выдававшие себя за детей Николая Второго. Наиболее известной из них была Анна Андерсон, назвавшая себя дочерью царя Анастасией. По словам Анны Андерсон, никакого расстрела в Екатеринбурге не было. Анна Андерсон появилась в Берлине в 1921 году. Она была очень похожа на Анастасию и знала такие подробности жизни царской семьи, которые могла знать только дочь Николая Второго. Несмотря на это, родственники царя её не признали. В ней узнали дочь царя несколько человек, среди которых были великий князь Андрей Владимирович и его жена Матильда Кшесинская. Для установления личности Анны Андерсон в 1933 году в Берлине был начат судебный процесс, который продолжался 34 года. Это был самый длинный судебный процесс XX века. Суд тщательно изучил все документы, содержащиеся в деле Анны Андерсон, и пришёл к выводу, что их недостаточно для признания её дочерью Николая Второго. Однако в 1977 году, через 10 лет после окончания судебного процесса, известный немецкий криминалист Мориц Вуртмайер сравнил фотографии Анны Андерсон и Анастасии Николаевны и установил, что на фотографиях изображено одно и то же лицо... В русской истории много загадок. Одна из них связана с расстрелом царской семьи. То, что произошло летом 1918 года в Екатеринбурге, наверное, навсегда останется тайной. "
78,Русский язык,общая,Москва,"Москва является одним из самых древних городов России. Считается, что её основал князь Юрий Долгорукий в 1147 году. Летописи рассказывают, что именно в этом году Юрий Долгорукий пригласил в Москву своего брата князя Святослава. Это было первое в истории упоминание о Москве. Однако учёные доказали, что ещё в X веке на территории этого города жили люди. Известно, что до Юрия Долгорукого эта земля принадлежала боярину Стефану Ивановичу Кучке. Легенда рассказывает, что Юрий Долгорукий ехал из Киева во Владимир и решил остановиться у боярина Кучки. Но боярин не принял князя, и тогда Юрий Долгорукий приказал казнить его, а на его земле основал город и назвал его Москвой, по имени реки, которая протекала в тех местах. Сначала город строили из дерева, но уже в XIV веке появились здания из белого камня, и Москву стали называть «белокаменной». В XVI веке Москва уже была крупным городом, столицей России. В ней было 40 тысяч домов. Иностранцы, побывавшие в ней, писали, что Москва намного больше, чем Лондон, в два раза больше, чем Прага или Флоренция. В центре Москвы находился Кремль — крепость, в которой жили царь, бояре, глава русской православной церкви и в которой укрывались жители города во время войн. Перед Кремлём находилась Красная площадь (по-древнерусски «красная» значит «красивая»). На Красной площади располагался городской рынок. В левой её части был построен прекрасный Покровский собор, который чаще называют собором Василия Блаженного. Легенда рассказывает, что для строительства Покровского собора царь Иван Грозный пригласил двух лучших русских мастеров — Постника и Барму. Когда собор был построен, все восхищались его красотой. Иван Грозный спросил мастеров:, — Можете вы построить храм лучше этого? — Можем, государь, только прикажи, — ответили Постник и Барма. Но жестокий царь приказал ослепить мастеров, чтобы больше нигде они не смогли построить собор лучше Покровского. От Кремля вели дороги в другие русские города — Тверь, Владимир, Дмитров, Смоленск. Эти дороги стали первыми московскими улицами. Москва, как и любая столица, — интернациональный город. С давних времён в ней жили не только русские, но и украинцы, белорусы, грузины, армяне, итальянцы, немцы, татары. Об этом говорят и названия московских улиц: Татарская улица, Большая Грузинская, Армянский переулок, улица Маросейка. Современная Москва — огромный город, в котором живут около 10 миллионов человек. Площадь столицы — 900 квадратных километров. В Москве более 4 тысяч улиц и проспектов, переулков и площадей. Если их вытянуть в одну линию, то получится дорога длиной более 3 тысяч километров. Это равно расстоянию от Москвы до Парижа. Современная Москва — политический, промышленный, научный и культурный центр России. И наконец, это город, который любят миллионы россиян."
79,Русский язык,общая,М.Ю. Лермонтов,"Одним из выдающихся деятелей русской культуры является Михаил Юрьевич Лермонтов (1814— 1841), известный поэт и автор романа «Герой нашего времени». Детские годы Лермонтова прошли в селе Тарханы недалеко от города Пензы в поместье его бабушки Елизаветы Алексеевны Арсеньевой. Мать Лермонтова умерла, когда ему не было и трёх лет. Мальчика воспитывала бабушка. Отец, Юрий Петрович Лермонтов, которого Елизавета Алексеевна не любила, был лишён возможности видеться с сыном. Мальчик тяжело переживал разлуку с отцом. Эти переживания повлияли на молодого поэта, сделали его ранимым, заставили задуматься над отношениями между людьми. У него появилось чувство одиночества, которое станет главным мотивом его творчества. Бабушка ничего не жалела для любимого внука. Она решила дать ему хорошее образование. Она пригласила в Тарханы французских и немецких гувернёров, и Михаил научился говорить по-французски и по-немецки так же хорошо, как и по-русски. Кроме того, он очень хорошо рисовал. Он мог бы стать настоящим художником, если бы серьёзно занимался живописью. Когда Михаилу исполнилось 13 лет, бабушка привезла его в Москву, чтобы он смог продолжить обучение. Лермонтов навсегда полюбил Москву, скучал по ней, если он был в другом городе. В 1828 году Лермонтов поступил в Благородный пансион при Московском университете, но через год из-за участия в выступлениях студентов ему пришлось оставить университет. В 1833 году он поступил в петербургскую Школу гвардейских прапорщиков, окончил её, стал офицером и начал свою службу в Царском Селе. В это время Лермонтов много писал. В его поэзии соединялось несоединимое: вера и безверие, любовь и ненависть, отчаяние и борьба. Лермонтов получил широкую известность как поэт в дни трагической гибели Пушкина. Он написал стихотворение «Смерть поэта», в котором обвинил в убийстве Пушкина не только Дантеса, но и придворных и царя. Эти стихи люди тайно переписывали и читали в университетских аудиториях, в кафе. За стихотворение «Смерть поэта» Лермонтов был арестован, а затем выслан на Кавказ, где в то время шла война. На Кавказе Лермонтов участвовал в боях и показал себя храбрым офицером. Его представляли к наградам но царь Николай I каждый раз вычёркивал его имя из списка награждённых. По приказу царя поэт находился под наблюдением полиции. 15 июня 1841 года в Пятигорске Лермонтов был убит на дуэли офицером Мартыновым, с которым раньше учился в Школе гвардейских npaпорщиков и которого считал своим другом. После дуэли Мартынов был арестован, но по существу был освобождён от наказания: царь приказал посадить его в Киевскую крепость на три месяца. Сообщать о том, что Лермонтов погиб на дуэли, в Петербурге было запрещено. За свою короткую жизнь Лермонтов создал произведения, вошедшие в сокровищницу русской культуры. Если в поэзии Лермонтов продолжал традиции Пушкина, то можно сказать, что в прозе великие русские писатели Тургенев, Достоевский, Толстой, принёсшие русской литературе её всемирную известность, продолжали традиции, начатые Лермонтовым в романе «Герой нашего времени». "
80,Русский язык,общая,-,"Уже в древние времена Москва была известным центром культуры. Русские люди, желая получить образование, приходили в московские монастыри, где трудились писатели, учёные, художники, переводчики. В монастырях создавались и хранились рукописные книги: летописи, поэмы, повести, жития святых. В XVI веке в России появились первые печатные книги. Царь Иван Грозный, понимая значение образования, собирал книги на русском, греческом и латинском языках и гордился своей огромной библиотекой, находившейся в Кремле. В XVII и XVIII веках в Москве создаются первые крупные учебные заведения: Славяно-греко-латинская академия (1687 г.), в которой изучали богословие, историю и иностранные языки; Школа математических и навигацких наук (1701 г.), готовившая инженеров; Медицинская школа (1707 г.). В 1755 году в Москве был основан первый русский университет. В XVIII и XIX веках столицей России был Санкт-Петербург, но Москва сохраняла свою роль как центр русской культуры. Многие дворяне летом жили в своих поместьях, а зиму проводили в Москве. В древней столице подолгу жили и работали известные писатели: Пушкин, Лермонтов, Толстой, Чехов. Богатые московские купцы и промышленники поддерживали талантливых художников, писателей, музыкантов, помогали им деньгами. Известный промышленник Савва Мамонтов основал на свои деньги Московскую частную русскую оперу. Его подмосковное село Абрамцево стало центром русской художественной жизни. Там жили и работали выдающиеся художники Репин, Васнецов, Серов, Поленов и другие. Фабрикант Савва Морозов помогал издавать книги М. Горького, поддерживал артистов Московского художественного театра. Купец и промышленник Павел Михайлович Третьяков покупал у художников их картины, а затем, собрав большую коллекцию, передал её в дар городу Москве. В 1866 году Николай Григорьевич Рубинштейн основал московскую консерваторию — учебное заведение, готовящее музыкантов и композиторов. Среди первых профессоров консерватории был Пётр Ильич Чайковский, автор балетов, опер и симфоний. Многие его произведения, особенно опера «Евгений Онегин» и балет «Лебединое озеро», стали широко известными после их исполнения в Москве. Современная Москва — крупнейший центр образования и культуры. В столице около 80 институтов и университетов, Академия наук, много научно-исследовательских институтов, конструкторских бюро, лабораторий и библиотек. Из московских театров самый известный — Большой театр, слава о котором облетела весь мир. В Москве более 60 музеев. Среди Них художественные: Третьяковская галерея, Музей изобразительных искусств имени А. С. Пушкина, Музей древнерусской живописи имени Андрея Рублёва; литературные: музеи А С. Пушкина, М. Ю. Лермонтова, Л. Н. Толстого, А. П. Чехова, М. Горького, В. В. Маяковского."
81,Русский язык,общая,Л.Н. Толстой,"Лев Николаевич Толстой — великий русский писатель, оказавший большое влияние на русскую и мировую литературу. Толстой прожил долгую жизнь и был свидетелем многих исторических событий. Он родился в 1828 году, через три года после восстания декабристов, а умер в 1910 году, за семь лет до революции 1917 года. В творчестве Толстого нашли отражение важнейшие события XIX — начала XX веков: Отечественная война 1812 года, оборона Севастополя в 1853—1856 годах во время Крымской войны, отмена крепостного права и революция 1905 года. Лев Толстой был современником Пушкина, а в самом начале XX века познакомился с молодым Максимом Горьким. Хотя Толстой родился в богатой дворянской семье, всю свою жизнь и творчество он посвятил русскому народу. Ещё в детстве он хорошо узнал жизнь крепостных крестьян. Изучая юридические науки в Казанском университете, он понял, что в России не будет прогресса до тех пор, пока в ней будет существовать крепостное право. В 1851 году Толстой, не окончив университета, уехал на Кавказ, где в то время шла война, сдал экзамен на звание офицера и начал военную службу. Он был храбрым офицером и получил много наград за участие в боях. На Кавказе Толстой написал свою первую повесть «Детство» и рассказы о войне, в которых он описывал не столько военные действия, сколько психологию солдат и офицеров. Позднее он писал: «Мне интереснее знать, каким образом и под влиянием какого чувства один солдат убил другого, чем расположение войск...». На страницах рассказов Толстого мы видим солдат и офицеров, которые ежеминутно и ежечасно рискуют жизнью. В 1853 году началась Крымская война, которую Россия вела с Турцией, Англией и Францией, и Толстой приехал в крымский город Севастополь в действующую армию. Десять месяцев он сражался на самых опасных участках севастопольской обороны. После боёв он написал «Севастопольские рассказы», главными героями которых являются солдаты и матросы. Описывая их, Толстой приходит к выводу, что страдания и смерть страшны всегда, и ни один человек не может не бояться смерти. Но есть чувство, которое помогает человеку в самые опасные минуты преодолеть страх. Это чувство любви к родине. После войны Толстой решил посвятить себя педагогической деятельности. В своём родовом поместье в Ясной Поляне он организовал школу для крестьянских детей. Специально для своих учеников он написал учебники и книги для чтения. Толстой проводил занятия с детьми не только в классе, он ходил с ними на прогулки в лес и поле, учил их бегать и плавать. В Ясной Поляне Толстой написал большую часть своих произведений, в том числе романы «Война и мир», «Анна Каренина» и «Воскресение». «Война и мир» — самый известный роман Толстого. Он описывает жизнь русского общества в начале XIX века. В центре романа война 1812 года, народная война, как называл её Толстой. В этом романе писатель показал, что армию Наполеона победила не русская армия, а весь русский народ, выступивший на защиту своей родины. Лев Толстой принадлежит к числу величайших писателей мира. По данным ЮНЕСКО, он занимает первое место среди писателей всех стран и народов по переводам его произведений на иностранные языки. Но Толстой известен не только как писатель, но и как борец за мир, гуманизм и социальный прогресс, как борец против войны и угнетения людей. Не случайно в странах, где к власти приходили фашисты, книги Толстого запрещались. Лев Толстой вошёл в историю как замечательный писатель-реалист. Его творчество — неотъемлемая часть мировой культуры."
82,Русский язык,общая,М. Горький,"Известный писатель Максим Горький (Алексей Максимович Пешков) родился в 1868 году в Нижнем Новгороде. Рано лишившись родителей, М. Горький провёл детство в семье своего деда Каширина. Горький хотел учиться, но уже в детстве он должен был много работать. В 1884 году он приехал в Казань, чтобы поступить в университет. Он долго готовился к поступлению, много читал, но так и не смог поступить учиться. Его университетом стала трудная, горькая жизнь. Горький много работал, овладел разными профессиями. Он побывал в Поволжье, в Центральной России, в Молдавии, в Крыму и на Кавказе. За это время он хорошо узнал жизнь бедных людей, тяжёлый труд рабочих и крестьян. Горький решил стать писателем, чтобы показать всему русскому обществу, как трудно живут простые люди. В 1892 году в Тифлисе в газете «Кавказ» был напечатан первый рассказ Горького «Макар Чудра». Потом появились другие рассказы, и Горький быстро стал популярным в России. В его рассказах мы видим нового героя — героя, который борется за счастье людей, героя, который совершает подвиги. «В жизни всегда есть место подвигам. И те, которые не находят их для себя, — те просто лентяи или трусы, или не понимают жизни...» — писал Горький. В 1902 году Горький пишет пьесу «На дне», в которой критикует социальные порядки в России. В 1905 году писатель принял участие в революции. За это он был арестован и заключён в Петропавловскую крепость, но писатели и учёные из разных стран мира посылали царскому правительству письма в защиту Горького, поэтому Горького освободили. Второй родиной Горького стал итальянский остров Капри, на котором он жил долгие годы и лечился от туберкулёза. На Капри он много работал, писал романы, рассказы, пьесы и статьи. Творчество Горького оказало большое влияние на развитие русской литературы. Многие русские писатели считали Горького своим учителем."
83,"Русский язык как иностранный. Пособие по
чтению",общая,Третьяковская галерея,"9 ноября 1863 года в Петербурге, в Академии художеств, произошел необычный случай: тринадцать учеников отказались писать картины на тему, которую им предложили в Академии. Обычно Академия предлагала религиозную тему – одну для всех учеников, кончавших Академию. Тринадцать молодых художников попросили разрешить им, самостоятельно выбрав тему, рассказать об окружавшей жизни. Им не позволили. Тогда они ушли из Академии и организовали художественную артель. Их связывали общие интересы и взгляды на искусство. Вместе работавшие, помогавшие друг другу советами, художники создавали прекрасные произведения. Они писали портреты и картины, изображавшие русскую жизнь. Это было новое искусство, выражавшее интересы и стремления народа. Эти художники оказали большое влияние на развитие русского искусства. Хотя Академия продолжала предлагать религиозные темы, появлялось все больше и больше картин, в которых художники стремились рассказать правду о русской жизни. Первыми такими картинами, появившимися на выставке в Академии художеств, были картины Федотова и Перова. Через несколько лет лучшие художники Москвы и Петербурга, создавшие демократическое искусство, начали ездить по городам России и организовывать в них выставки картин. Часто на этих выставках можно было встретить человека с узким бледным лицом и темной бородой, внимательно рассматривавшего произведения художников. Это был Павел Михайлович Третьяков, московский коммерсант. Он любил живопись и на выставки приезжал, чтобы купить лучшие из картин. Третьяков жил в Москве. В Лаврушинском переулке им было построено здание, в котором была собрана большая коллекция картин. Художники, дружившие с Третьяковым, помогали ему покупать ценные картины, рисовали для галереи портреты лучших русских писателей, ученых, артистов. Они гордились, когда их работы появлялись в залах Третьяковской галереи. Третьяков, собравший лучшие картины, сохранил русскую школу живописи. Люди, приходившие в галерею, любовались прекрасными произведениями русских художников. Перед смертью Третьяков подарил свою галерею Москве. Сейчас в этой галерее, являющейся одной из лучших коллекций картин русских художников, находятся не только произведения, которые собрал Третьяков, но и картины современных художников."
84,Русский язык как иностранный. Пособие по чтению,общая,Паустовский,"Константин Георгиевич Паустовский, русский писатель, родился в 1892 г. в Москве в семье железнодорожного служащего. Отец, по словам Паустовского, «был неисправимым мечтателем и протестантом», из-за чего постоянно менял места работы. После нескольких переездов семья поселилась в Киеве. Паустовский учился в 1-й Киевской классической гимназии. Еще в последнем классе гимназии напечатал свой первый рассказ. В 1911 г. поступил на естественно-исторический факультет Киевского университета. В 1913 г. Паустовский переехал в Москву и продолжил обучение на юридическом факультете Московского университета, однако не окончил его. Он сменил множество профессий: был водителем трамвая, санитаром, учителем, журналистом. Первый роман «Романтики» написал в 1916–1923 гг., но опубликовал его писатель только в 1935 году. Во время Великой Отечественной войны как военный корреспондент Паустовский побывал во многих местах. Среди его произведений: «Судьба Шарля Лонсевиля» (1933), «Орест Кипренский» (1937), «Исаак Левитан» (1937), «Тарас Шевченко» (1939). Умер писатель в 1968 г. в Москве."
85,Русский язык как иностранный. Пособие по чтению,общая,Кот ворюга,"Дом был маленький. Он стоял в старом заброшенном саду. Ночью мы иногда просыпались от стука яблок, падавших с веток на крышу. В доме мы только ночевали. Все дни, с утра до темноты, мы проводили на берегу озера, где купались, ловили рыбу, варили на костре уху. Возвращались мы вечером, усталые, обгоревшие на солнце, со связкой серебристой рыбы. И каждый раз нас встречали рассказами о том, что и у кого украл рыжий кот, которого в деревне звали Ворюгой. Это был кот – бродяга и бандит. Он воровал всѐ: рыбу, мясо, сметану и хлеб. При этом он так ловко прятался, что никто его толком не видел. Нам очень хотелось поймать Ворюгу и выдрать как следует. Однажды утром, когда мы ещѐ завтракали, деревенские мальчики прибежали к нам и сказали, что кот бежал на рассвете по деревне с большой связкой рыбы в зубах. Эту рыбу мы принесли с озера вчера вечером. Это было уже не воровство, а грабѐж средь бела дня. Мы были возмущены и поклялись поймать и наказать бандита. Мальчики вызвались нам помогать. Кот попался этим же вечером. Он украл с нашего стола, что стоял около домика, кусок колбасы и, несмотря на наши крики, полез с ним на дерево. Мы стали трясти дерево изо всех сил. Кот сердито завыл. Но вот сначала упала колбаса, а потом сорвался и кот. Упав на землю, он подпрыгнул, как футбольный мяч, и умчался под дом через узкий лаз. Мы закрыли лаз рыболовной сетью и стали ждать. Кот не выходил. При этом он беспрерывно выл, как подземный дух, и это действовало нам на нервы. Тогда мы позвали Лѐньку, самого ловкого и сообразительного среди деревенских мальчишек. Лѐнька взял тонкую бечѐвку, прикрепил к ней рыбку и бросил еѐ через лаз под дом. Вой тут же прекратился – кот схватил рыбку. Лѐнька тянул бечѐвку, кот сопротивлялся, но рыбу не выпускал. В конце концов его голова с рыбой в зубах показалась из лаза. Лѐнька схватил его и поднял над землѐй. Мы впервые рассмотрели ворюгу. Это был тощий, несмотря на постоянное воровство, рыжий кот с разорванным ухом и коротким, видимо, оторванным хвостом. – Что с ним делать? – спросил Лѐнька. – Кот ждал, закрыв глаза и прижав уши. – Выдрать! – сказал я. – Не поможет. У него характер такой. Попробуйте его накормить как следует, – предложил Лѐнька. – Мы так и сделали. Посадили кота в чулан и дали ему замечательный ужин: мясо, рыбу, сырники со сметаной. Кот ел больше часа, и когда мы открыли дверь, он никуда не пытался бежать, вышел из чулана медленно и пошатываясь, сел около дома и стал умываться, поглядывая на нас зелѐными нахальными глазами. Он остался у нас жить и перестал воровать. Он стал ходить по дому и по саду, как хозяин и сторож. Однажды на наш стол в саду залезли куры и стали клевать из тарелок гречневую кашу. Кот с возмущѐнным воем бросился на них. Куры подняли страшный шум и крик, убегая от кота. Быстрее всех бежал петух, но его догнал кот. Он мчался с ним рядом и бил лапой по спине. С тех пор куры боялись воровать и разбегались, только увидев кота. И мы переименовали его из Ворюги в Милиционера."
86,Русский язык как иностранный. Пособие по чтению,общая,Снег,"Татьяна Петровна уехала из Москвы осенью 1941 года в эвакуацию и долго не могла привыкнуть к маленькому городу на Урале, где она поселилась. «Зачем я уехала из Москвы, бросила театр, друзей?» – часто думала она. Когда она стала выступать в концертах для раненых в госпиталях, которые были в этом тихом городке, она успокоилась. Город даже начал ей нравиться, особенно когда пришла зима и выпал снег. Постепенно она привыкла и к городу, и к чужому дому. Маленький дом стоял на холме у реки на самом краю города. Сразу за домом начиналась берѐзовая роща, где всѐ время кричали галки. Старик Потапов, хозяин дома, умер через месяц после того, как Татьяна Петровна поселилась в его доме. Теперь в доме остались только она, еѐ маленькая дочь и старуха нянька. Татьяна Петровна знала, что у Потапова есть сын, который сейчас где-то на фронте, он моряк. На письменном столе в кабинете Потапова стояла его фотография. Когда Татьяна Петровна смотрела на фотографию, ей всѐ время казалось, что она где-то его встречала, очень давно. Но где? И когда? Зимой стали приходить письма на имя старика Потапова. От сына. Татьяна Петровна складывала их на письменном столе около фотографии. Однажды Татьяна Петровна распечатала полученное письмо. «Милый мой старик, – прочитала Татьяна Петровна. – Пишу тебе из госпиталя, куда попал после ранения. Но ты не волнуйся. Я часто вспоминаю тебя, папа, наш дом и сад, город. Всѐ это очень далеко сейчас, как будто на краю света. Когда я закрываю глаза, я вижу наш сад, белый от снега, расчищенную дорожку, что ведѐт к беседке. Вот я подхожу к двери, дѐргаю за верѐвку, звонит колокольчик, и я вхожу. В комнатах тепло. На рояле лежат ноты и горят свечи… Если б ты знал, как я люблю всѐ это теперь! Я вспоминал об этом в страшные минуты боя и защищал не только свою страну, но и этот маленький, самый дорогой для меня уголок – и тебя, и наш сад, и мальчишек нашего города, и берѐзовую рощу за рекой... Может быть, через месяц я выпишусь из госпиталя и приеду дня на два домой. Но точно ничего не знаю. Лучше не жди...» Теперь Татьяна Петровна знала, что скоро может приехать сын Потапова и как ему будет тяжело узнать о смерти отца и увидеть в доме чужих людей и все совсем не таким, как он помнит и представляет. Она сама исправила колокольчик, сказала дочери, чтобы она взяла лопату и расчистила дорожку к беседке. Привезла мастера, который настроил рояль, нашла свечи и вставила их в подсвечники. – Зачем ты трогаешь чужие вещи? – сказала матери Варя. – Мне не разрешаешь, а сама трогаешь? – Потому что я взрослая, – ответила Татьяна Петровна. Варя посмотрела на неѐ, и ей показалось, что мама совсем не похожа на взрослую. Она была похожа на ту девушку, которая потеряла хрустальную туфельку во дворце. Татьяна Петровна сама рассказывала Варе о ней. Лейтенант Потапов ехал домой. Отпуск был короткий, а дорога длинная, дома ему придѐтся пробыть не более суток. Поезд пришѐл в городок днѐм. На вокзале его увидел начальник станции, старый знакомый их семьи, и рассказал, что старик Потапов умер, а в доме живут эвакуированные: певица из Москвы с дочерью и нянькой. Потапов стоял, отвернувшись к окну. – Когда обратный поезд? – спросил он. – Теперь только в пять часов утра. Потапов вышел и пошѐл через город к реке. «Опоздал, – думал он. – И теперь здесь всѐ будто чужое: и город, и река, и дом». Он решил, что домой не пойдѐт, только пройдѐт мимо, посмотрит сад. Мысль о том, что в отцовском доме живут чужие, равнодушные люди, была ему невыносима. Лучше ничего не видеть, уехать и забыть о прошлом! Потапов подошѐл к дому уже в сумерки. Постояв, он осторожно открыл калитку, увидел расчищенную дорожку и пошѐл к беседке. Он стоял, сняв шапку, и думал: «Ну как же это так?» Потом он услышал шаги и оглянулся. К нему шла молодая женщина с бледным строгим лицом и пригласила в дом. Они подошли к двери, и Потапов услышал, как зазвенел колокольчик. Потапов вздохнул и вошѐл. Татьяна Петровна сразу провела его в кухню. Там он увидел знакомое полотенце и кувшин с водой. Вошла маленькая девочка, она принесла ему мыло. – А кто же твоя мама? – спросил он улыбающуюся девочку. – Она думает, что она взрослая, – ответила девочка и убежала. Весь вечер Потапову казалось, что он живѐт в лѐгком сне. Всѐ в доме было так же, как до войны. Те же ноты лежали на рояле, те же свечи горели в подсвечниках, освещая маленький кабинет отца. Потом они пошли на кладбище, и Татьяна Петровна показала ему могилу его отца. Поздно вечером, сидя у рояля, Татьяна Петровна сказала Потапову: – Мне всѐ время кажется, что я где-то уже видела вас. – Да, может быть, – ответил Потапов. – Он посмотрел на неѐ, походил по комнате. – Но не могу вспомнить. – Он лѐг на отцовском диване в кабинете, но не мог уснуть. Каждая минута в этом доме казалась ему драгоценной. В четыре часа утра в дверь постучали: – Мне жаль вас будить, но вам пора вставать. Татьяна Петровна проводила Потапова на станцию. Когда подошѐл поезд, она протянула ему обе руки и сказала: – Пишите. Мы теперь как родственники. Правда? Потапов ничего не ответил, только кивнул головой. Через несколько дней Татьяна Петровна получила от него письмо. «Я вспомнил, конечно, где мы встречались, – писал Потапов, – но не хотел вам говорить. Помните Крым в двадцать седьмом году? Я шѐл по дорожке приморского парка и встретил девушку лет шестнадцати. Быстро и легко она прошла мимо меня, а я остановился и смотрел ей вслед. Я почувствовал тогда, что мимо меня прошла женщина, которая могла бы и разрушить мою жизнь, и дать мне огромное счастье. Это были вы. Я не мог ошибиться. Не знаю, почему тогда я не двинулся с места. Но я знал, что должен вас найти. С тех пор я полюбил Крым, где видел и потерял вас. Но судьба добра ко мне: я встретил вас. Если всѐ кончится хорошо и вам будет нужна моя жизнь, она, конечно, будет ваша...» – Боже мой, я никогда не была в Крыму! – прошептала Татьяна Петровна. – Но разве теперь это может иметь какое-нибудь значение? Она положила письмо и задумчиво смотрела в сад."
